Evidence_ID,Evidence_Class,Event_Date,Title_or_Event,Identifier,Source,Status,Hash_or_SHA,URL_or_Path,Related_Entry,Index_Surface
PUB-0115,PUBLIC_RELEASE,2026-04-02,CF06: Information Geometry Foundations — Fisher and Ruppeiner Metrics for the M-Limb,10.5281/zenodo.19382899,zenodo,PUBLIC,,https://zenodo.org/records/19382899,,public/reach/public-release-timeline.csv
PUB-0116,PUBLIC_RELEASE,2026-04-06,Phase Calculus - Lifted-State Operator Calculus of the Primitive Roll with Connection Closure and Shadow/Completion Branch,10.5281/zenodo.19447474,zenodo,PUBLIC,,https://zenodo.org/records/19447474,,public/reach/public-release-timeline.csv
PUB-0117,PUBLIC_RELEASE,2026-04-07,Phase Calculus - Lifted-State Operator Calculus of the Primitive Roll with Connection Closure and Shadow/Completion Branch,10.5281/zenodo.19449044,zenodo,PUBLIC,,https://zenodo.org/records/19449044,,public/reach/public-release-timeline.csv
PUB-0118,PUBLIC_RELEASE,2026-04-07,Phase Calculus - Lifted-State Operator Calculus of the Primitive Roll with Connection Closure and Shadow/Completion Branch,10.5281/zenodo.19446535,zenodo,PUBLIC,,https://zenodo.org/records/19446535,,public/reach/public-release-timeline.csv
PUB-0119,PUBLIC_RELEASE,2026-04-10,Phase Calculus - Lifted-State Operator Calculus of the Primitive Roll with Connection Closure and Shadow/Completion Branch,10.5281/zenodo.19491529,zenodo,PUBLIC,,https://zenodo.org/records/19491529,,public/reach/public-release-timeline.csv
PUB-0120,PUBLIC_RELEASE,2026-04-12,DRAFT Operational Utility and Multiscale Invariance of Phase Calculus: A Discrete Foundational Grammar for Dynamics,10.5281/zenodo.19521030,zenodo,PUBLIC,,https://zenodo.org/records/19521030,,public/reach/public-release-timeline.csv
PUB-0121,PUBLIC_RELEASE,2026-04-13,DRAFT Advanced Non-Scalar Paradigms for Evaluating Large Language Model Efficacy,10.5281/zenodo.19550387,zenodo,PUBLIC,,https://zenodo.org/records/19550387,,public/reach/public-release-timeline.csv
PUB-0122,PUBLIC_RELEASE,2026-04-13,"Void Dynamics Model (VDM) — Canon, Instruments, and Nexus Architecture",10.5281/zenodo.19550007,zenodo,PUBLIC,,https://zenodo.org/records/19550007,,public/reach/public-release-timeline.csv
PUB-0123,PUBLIC_RELEASE,2026-04-13,justinlietz93/primitive_bifurcation_law_VDM: Zenodo Release,10.5281/zenodo.19550101,zenodo,PUBLIC,,https://zenodo.org/records/19550101,,public/reach/public-release-timeline.csv
PUB-0124,PUBLIC_RELEASE,2026-04-14,"Void Dynamics Model (VDM) — Canon, Instruments, and Nexus Architecture",10.5281/zenodo.19561401,zenodo,PUBLIC,,https://zenodo.org/records/19561401,,public/reach/public-release-timeline.csv
PUB-0125,PUBLIC_RELEASE,2026-04-16,Cogito: Computational framework employing a Syncretic Catalyst (synthesis) & rigorous Critique System (analysis) autonom,Neuroca-Inc/Cogito-Research,github,PUBLIC,,https://github.com/Neuroca-Inc/Cogito-Research,,public/reach/public-release-timeline.csv
PUB-0126,PUBLIC_RELEASE,2026-04-16,Neuroca-Inc/Cogito-Research: Zenodo Release v0.2,10.5281/zenodo.19601368,zenodo,PUBLIC,,https://zenodo.org/records/19601368,,public/reach/public-release-timeline.csv
PUB-0127,PUBLIC_RELEASE,2026-04-18,Operational Utility and Multiscale Invariance of Phase Calculus: A Discrete Foundational Grammar for Dynamics,10.5281/zenodo.19651366,zenodo,PUBLIC,,https://zenodo.org/records/19651366,,public/reach/public-release-timeline.csv
PUB-0128,PUBLIC_RELEASE,2026-04-19,"DRAFT CF000-E1: Forced Oscillation, Curiosity, and Productive Tension",10.5281/zenodo.19650307,zenodo,PUBLIC,,https://zenodo.org/records/19650307,,public/reach/public-release-timeline.csv
PUB-0129,PUBLIC_RELEASE,2026-04-19,DRAFT Operational Utility and Multiscale Invariance of Phase Calculus: A Discrete Foundational Grammar for Dynamics,10.5281/zenodo.19650753,zenodo,PUBLIC,,https://zenodo.org/records/19650753,,public/reach/public-release-timeline.csv
PUB-0130,PUBLIC_RELEASE,2026-04-19,justinlietz93/Advanced-AI-Math: v0.01_Zenodo_Provenance,10.5281/zenodo.19649999,zenodo,PUBLIC,,https://zenodo.org/records/19649999,,public/reach/public-release-timeline.csv
PUB-0131,PUBLIC_RELEASE,2026-04-21,Quotient Descent and the EML Operator: Why Continuous Composites Are Not Primitives,10.5281/zenodo.19724444,zenodo,PUBLIC,,https://zenodo.org/records/19724444,,public/reach/public-release-timeline.csv
PUB-0132,PUBLIC_RELEASE,2026-04-21,Quotient Descent and the EML Operator: Why Continuous Composites Are Not Primitives,10.5281/zenodo.19698932,zenodo,PUBLIC,,https://zenodo.org/records/19698932,,public/reach/public-release-timeline.csv
PUB-0133,PUBLIC_RELEASE,2026-04-21,Quotient Descent and the EML Operator: Why Continuous Composites Are Not Primitives,10.5281/zenodo.19688963,zenodo,PUBLIC,,https://zenodo.org/records/19688963,,public/reach/public-release-timeline.csv
PUB-0134,PUBLIC_RELEASE,2026-04-21,Quotient Descent and the EML Operator: Why Continuous Composites Are Not Primitives,10.5281/zenodo.19688140,zenodo,PUBLIC,,https://zenodo.org/records/19688140,,public/reach/public-release-timeline.csv
PUB-0135,PUBLIC_RELEASE,2026-04-22,Quotient Descent and the EML Operator: Why Continuous Composites Are Not Primitives,10.5281/zenodo.19687962,zenodo,PUBLIC,,https://zenodo.org/records/19687962,,public/reach/public-release-timeline.csv
PUB-0136,PUBLIC_RELEASE,2026-04-24,Monodromy as Memory: Quotient Commutation Is Not Quotient Injectivity,10.5281/zenodo.19741769,zenodo,PUBLIC,,https://zenodo.org/records/19741769,,public/reach/public-release-timeline.csv
PUB-0137,PUBLIC_RELEASE,2026-04-24,PCVDMFullDynamicsRegressor,10.5281/zenodo.19742587,zenodo,PUBLIC,,https://zenodo.org/records/19742587,,public/reach/public-release-timeline.csv
PUB-0138,PUBLIC_RELEASE,2026-04-24,Phase Calculus as Universal Exact Grammar for Branching Structures,10.5281/zenodo.19741678,zenodo,PUBLIC,,https://zenodo.org/records/19741678,,public/reach/public-release-timeline.csv
PUB-0139,PUBLIC_RELEASE,2026-04-24,"Unified Quintic: Lifted Quintic Transport, Red-Filter Quotient Descent, and Immediate Root Certification",10.5281/zenodo.19725430,zenodo,PUBLIC,,https://zenodo.org/records/19725430,,public/reach/public-release-timeline.csv
PUB-0140,PUBLIC_RELEASE,2026-04-25,The Transcendental Wall: State-Complete Inversion and Liouvillian Closure in Phase Calculus,10.5281/zenodo.19750321,zenodo,PUBLIC,,https://zenodo.org/records/19750321,,public/reach/public-release-timeline.csv
PUB-0141,PUBLIC_RELEASE,2026-04-27,CF10: Global Regularity for the Three-Dimensional Navier–Stokes Equations,10.5281/zenodo.20091655,zenodo,PUBLIC,,https://zenodo.org/records/20091655,,public/reach/public-release-timeline.csv
PUB-0142,PUBLIC_RELEASE,2026-04-27,"CF10: VDM Lattice Hydrodynamics, Continuum Limit, and Regularity Program",10.5281/zenodo.19836509,zenodo,PUBLIC,,https://zenodo.org/records/19836509,,public/reach/public-release-timeline.csv
PUB-0143,PUBLIC_RELEASE,2026-04-27,"CF10: VDM Lattice Hydrodynamics, Continuum Limit, and Regularity Program",10.5281/zenodo.19834541,zenodo,PUBLIC,,https://zenodo.org/records/19834541,,public/reach/public-release-timeline.csv
PUB-0144,PUBLIC_RELEASE,2026-04-27,"CF10: VDM Lattice Hydrodynamics, Continuum Limit, and Regularity Program",10.5281/zenodo.19826747,zenodo,PUBLIC,,https://zenodo.org/records/19826747,,public/reach/public-release-timeline.csv
PUB-0145,PUBLIC_RELEASE,2026-04-30,Retained Loop Projection and Branch-History Monodromy in Transdimensional Anomalous Hall Transport,10.5281/zenodo.19903551,zenodo,PUBLIC,,https://zenodo.org/records/19903551,,public/reach/public-release-timeline.csv
PUB-0146,PUBLIC_RELEASE,2026-05-09,"The official Neuroca, Inc. repository for the Void Dynamics Model research project.",Neuroca-Inc/VDM,github,PUBLIC,,https://github.com/Neuroca-Inc/VDM,,public/reach/public-release-timeline.csv
PUB-0147,PUBLIC_RELEASE,2026-05-12,"Neuroca, Inc's official public authorized repository for a physics grounded approach to modeling real time divergent / c",Neuroca-Inc/Prometheus_Void-Dynamics_Model,github,PUBLIC,,https://github.com/Neuroca-Inc/Prometheus_Void-Dynamics_Model,,public/reach/public-release-timeline.csv
PUB-0148,PUBLIC_RELEASE,2026-07-19,The Lifted Object: A Natural-Language Walkthrough from Primitive Custody to the Orthad,10.5281/zenodo.21443828,zenodo,PUBLIC,,https://zenodo.org/records/21443828,,public/reach/public-release-timeline.csv
PUB-0149,PUBLIC_RELEASE,2026-07-19,The Lifted Object: A Natural-Language Walkthrough from Primitive Custody to the Orthad,10.5281/zenodo.21439518,zenodo,PUBLIC,,https://zenodo.org/records/21439518,,public/reach/public-release-timeline.csv
PUB-0150,PUBLIC_RELEASE,2026-07-20,CF09: Gauge Field Emergence from the Berry Connection,10.5281/zenodo.21459102,zenodo,PUBLIC,,https://zenodo.org/records/21459102,,public/reach/public-release-timeline.csv
PUB-0151,PUBLIC_RELEASE,2026-07-22,Phase Calculus and the 2026 Jacobian Counterexample,10.5281/zenodo.21586157,zenodo,PUBLIC,,https://zenodo.org/records/21586157,,public/reach/public-release-timeline.csv
PUB-0152,PUBLIC_RELEASE,2026-08-10,"A native, offline-first desktop game written in Rust for learning to type LaTeX used in graduate mathematics and physics",Neuroca-Inc/TeXterity,github,PUBLIC,,https://github.com/Neuroca-Inc/TeXterity,,public/reach/public-release-timeline.csv
PUB-0153,PUBLIC_RELEASE,2026-08-10,"An invariant-first chunk formation package for retrieval, agentic software, and document/code workflows that need source",Neuroca-Inc/Catalyst_Chunker,github,PUBLIC,,https://github.com/Neuroca-Inc/Catalyst_Chunker,,public/reach/public-release-timeline.csv
PUB-0154,PUBLIC_RELEASE,2026-08-10,"Dependency graphing, standards auditing, and documentation snapshotting as a fast, lightweight CLI tool.",Neuroca-Inc/arachnid,github,PUBLIC,,https://github.com/Neuroca-Inc/arachnid,,public/reach/public-release-timeline.csv
PUB-0155,PUBLIC_RELEASE,2026-08-10,Local-first desktop application for designing data systems as typed architecture graphs.,Neuroca-Inc/conduit,github,PUBLIC,,https://github.com/Neuroca-Inc/conduit,,public/reach/public-release-timeline.csv
PUB-0156,PUBLIC_RELEASE,2026-08-10,"Real-time, zero-training, self-managing topological graph model with emergent learning driven by sophisticated, rich spi",Neuroca-Inc/vdm_rt,github,PUBLIC,,https://github.com/Neuroca-Inc/vdm_rt,,public/reach/public-release-timeline.csv
PUB-0157,PUBLIC_RELEASE,2026-08-10,Table comparison tool used for ETL regression testing.,Neuroca-Inc/deltus,github,PUBLIC,,https://github.com/Neuroca-Inc/deltus,,public/reach/public-release-timeline.csv
PUB-0158,PUBLIC_RELEASE,2026-08-10,"Turn things into text. Multi-modality transcriber, OCR, and convert to txt file tool. Resources",Neuroca-Inc/scriba,github,PUBLIC,,https://github.com/Neuroca-Inc/scriba,,public/reach/public-release-timeline.csv
PUB-0159,PUBLIC_RELEASE,2026-08-18,A clean architecture template for Python GUIs.,Neuroca-Inc/lamina,github,PUBLIC,,https://github.com/Neuroca-Inc/lamina,,public/reach/public-release-timeline.csv
PUB-0160,PUBLIC_RELEASE,2026-08-19,"Interactive Rust project scaffolding tool. Answer a few questions, learn the reasoning behind each choice, start from a ",Neuroca-Inc/rustruct,github,PUBLIC,,https://github.com/Neuroca-Inc/rustruct,,public/reach/public-release-timeline.csv
PUB-0161,PUBLIC_RELEASE,2026-08-22,Local repository indexing and querying tool.,Neuroca-Inc/beacon,github,PUBLIC,,https://github.com/Neuroca-Inc/beacon,,public/reach/public-release-timeline.csv
PUB-0162,PUBLIC_RELEASE,2026-08-22,"Three agent project tracking desktop application for recording Operator, Guardian, and Auditor interactions without losi",Neuroca-Inc/orchestra,github,PUBLIC,,https://github.com/Neuroca-Inc/orchestra,,public/reach/public-release-timeline.csv
PUB-0163,PUBLIC_RELEASE,2026-08-24,"A filesystem-first library for prompt engineering, context engineering, agent control, reusable AI workflows, research m",Neuroca-Inc/Perfect_Prompts,github,PUBLIC,,https://github.com/Neuroca-Inc/Perfect_Prompts,,public/reach/public-release-timeline.csv
PUB-0164,PUBLIC_RELEASE,2026-08-24,"Transform, normalize, extract, and compile mathematical expressions across LaTeX, MathJax, ASCII, Unicode, Python, and R",Neuroca-Inc/equamorph,github,PUBLIC,,https://github.com/Neuroca-Inc/equamorph,,public/reach/public-release-timeline.csv
PUB-0165,PUBLIC_RELEASE,2026-08-25,A Logarithmic First Integral for the Logistic On Site Law in VDM,10.5281/zenodo.22103196,zenodo,PUBLIC,,https://zenodo.org/records/22103196,,public/reach/public-release-timeline.csv
PUB-0166,PUBLIC_RELEASE,2026-08-25,A Logarithmic First Integral for the Logistic On Site Law in Void Dynamics,10.5281/zenodo.22102244,zenodo,PUBLIC,,https://zenodo.org/records/22102244,,public/reach/public-release-timeline.csv
PUB-0167,PUBLIC_RELEASE,2026-08-26,,Neuroca-Inc/.github,github,PUBLIC,,https://github.com/Neuroca-Inc/.github,,public/reach/public-release-timeline.csv
PUB-0168,PUBLIC_RELEASE,2026-08-26,"A local, persistent knowledge organism for text/Markdown files featuring sparse graph dynamics, source-atomic ingestion,",Neuroca-Inc/vll_organism,github,PUBLIC,,https://github.com/Neuroca-Inc/vll_organism,,public/reach/public-release-timeline.csv
PUB-0169,PUBLIC_RELEASE,2026-08-26,A small installable interface around the exact logistic on-site reaction step and logarithmic invariant used in the VDM ,Neuroca-Inc/vdm-logistic-solver,github,PUBLIC,,https://github.com/Neuroca-Inc/vdm-logistic-solver,,public/reach/public-release-timeline.csv
PUB-0170,PUBLIC_RELEASE,2026-08-26,Gate-certified Counterfactual Echo Gain instrumentation for VDM metriplectic assisted-echo experiments.,Neuroca-Inc/vdm-ceg-instrument,github,PUBLIC,,https://github.com/Neuroca-Inc/vdm-ceg-instrument,,public/reach/public-release-timeline.csv
PUB-0171,PUBLIC_RELEASE,2026-08-26,Lean4 environment for the Void Dynamics Model.,Neuroca-Inc/Lean4_Environment,github,PUBLIC,,https://github.com/Neuroca-Inc/Lean4_Environment,,public/reach/public-release-timeline.csv
PUB-0172,PUBLIC_RELEASE,2026-08-26,Lightweight Linux CLI for running arbitrary commands on demand or on a schedule while preserving each execution as a tim,Neuroca-Inc/ephemeris,github,PUBLIC,,https://github.com/Neuroca-Inc/ephemeris,,public/reach/public-release-timeline.csv
PUB-0173,PUBLIC_RELEASE,2026-08-26,"Neuroca provenance tooling for reproducible research packages, integrity manifests, publication metadata, and independen",Neuroca-Inc/vdm-provenance-helper,github,PUBLIC,,https://github.com/Neuroca-Inc/vdm-provenance-helper,,public/reach/public-release-timeline.csv
PUB-0174,PUBLIC_RELEASE,2026-08-26,"Phase Calculus world simulation engine for physics, video games, AI models, operating systems, robotics, and more.",Neuroca-Inc/cortex-engine,github,PUBLIC,,https://github.com/Neuroca-Inc/cortex-engine,,public/reach/public-release-timeline.csv
PUB-0175,PUBLIC_RELEASE,2026-08-26,"Research-derived mathematics and scientific computing tools from Neuroca, including numerical methods, exact algebra, dy",Neuroca-Inc/voidkit,github,PUBLIC,,https://github.com/Neuroca-Inc/voidkit,,public/reach/public-release-timeline.csv
PUB-0176,PUBLIC_RELEASE,2026-08-26,Counterfactual Echo Gain (CEG): Future-Aware Metriplectic Assistance Yields Gate-Certified Echo Improvement,10.5281/zenodo.22103830,zenodo,PUBLIC,,https://zenodo.org/records/22103830,,public/reach/public-release-timeline.csv
PUB-0177,PUBLIC_RELEASE,2026-08-28,Excitable-neuron path retrieval: beam search over a graph where node score is similarity plus excitation plus novelty mi,Neuroca-Inc/axiter,github,PUBLIC,,https://github.com/Neuroca-Inc/axiter,,public/reach/public-release-timeline.csv
PUB-0178,PUBLIC_RELEASE,2026-08-28,"One-command distribution snapshot across Zenodo, Hugging Face and GitHub. Separates unique from raw counts so you can se",Neuroca-Inc/reach,github,PUBLIC,,https://github.com/Neuroca-Inc/reach,,public/reach/public-release-timeline.csv
PUB-0179,PUBLIC_RELEASE,2026-08-28,"Portable offline Rust build and validation kits for AI agents, disconnected environments, and reproducible development.",Neuroca-Inc/rok,github,PUBLIC,,https://github.com/Neuroca-Inc/rok,,public/reach/public-release-timeline.csv
PUB-0180,PUBLIC_RELEASE,2026-08-28,"Read-only repository miner that builds a corpus of excerpts. Extracts reusable prompts, instructions, personas, skills, ",Neuroca-Inc/corpex,github,PUBLIC,,https://github.com/Neuroca-Inc/corpex,,public/reach/public-release-timeline.csv
PUB-0181,PUBLIC_RELEASE,2026-08-29,"Reclaim ChatGPT history directly, import official exports, keep the archive incrementally current, search it lexically o",Neuroca-Inc/Chronica,github,PUBLIC,,https://github.com/Neuroca-Inc/Chronica,,public/reach/public-release-timeline.csv
PUB-0182,PUBLIC_RELEASE,2026-08-29,"The clerk that records and authenticates a tree. Create immutable, machine-verifiable manifests of any repository or dir",Neuroca-Inc/notarius,github,PUBLIC,,https://github.com/Neuroca-Inc/notarius,,public/reach/public-release-timeline.csv
PUB-0183,PUBLIC_RELEASE,2026-08-31,"Cellular Sheaf Theory for the Orthad A Proposal for Local-to-Global Consistency, Reconstruction, and Seal Obstructions",10.5281/zenodo.22210015,zenodo,PUBLIC,,https://zenodo.org/records/22210015,,public/reach/public-release-timeline.csv
PUB-0184,PUBLIC_RELEASE,2026-08-31,"Mapping the Collatz Conjecture with Phase Calculus A Proposal for Inverse Words, Base-L Carries, and Orthad Realization",10.5281/zenodo.22209981,zenodo,PUBLIC,,https://zenodo.org/records/22209981,,public/reach/public-release-timeline.csv
PUB-0185,PUBLIC_RELEASE,2026-08-31,Phase Calculus Rosetta Stone,10.5281/zenodo.22210019,zenodo,PUBLIC,,https://zenodo.org/records/22210019,,public/reach/public-release-timeline.csv
PUB-0186,PUBLIC_RELEASE,2026-08-31,Proposal for an Orthad Derivation of the Quarter-Twisted Conjugate-Edge Kernel,10.5281/zenodo.22209950,zenodo,PUBLIC,,https://zenodo.org/records/22209950,,public/reach/public-release-timeline.csv
PUB-0187,PUBLIC_RELEASE,2026-08-31,Proposed Future Research in Phase Calculus,10.5281/zenodo.22209910,zenodo,PUBLIC,,https://zenodo.org/records/22209910,,public/reach/public-release-timeline.csv
PUB-0188,PUBLIC_RELEASE,2026-09-04,Arithmetic and Calculus on Base-L Lifted-Word Spaces,10.5281/zenodo.22289025,zenodo,PUBLIC,,https://zenodo.org/records/22289025,,public/reach/public-release-timeline.csv
VDM-G001,GIT_COMMIT,2025-08-10,first commit,30b20e205228160d085a0091936b28a52423126b,VDM,BASELINE,30b20e205228160d085a0091936b28a52423126b,https://github.com/Neuroca-Inc/VDM/commit/30b20e205228160d085a0091936b28a52423126b,,git-history/git-milestones.csv
VDM-G002,GIT_COMMIT,2025-10-31,Add A8 Candidate axiom for Lietz Infinity Resolution,3d315e7bbabc0a2d1c2afa4ccc5a72d26c836559,VDM,HYPOTHESIS,3d315e7bbabc0a2d1c2afa4ccc5a72d26c836559,https://github.com/Neuroca-Inc/VDM/commit/3d315e7bbabc0a2d1c2afa4ccc5a72d26c836559,,git-history/git-milestones.csv
VDM-G003,GIT_COMMIT,2025-11-28,Add CF10 program documentation for lattice hydrodynamics,8210882c7838507b62e80d0e355e9617db1bd6d6,VDM,PROGRAM,8210882c7838507b62e80d0e355e9617db1bd6d6,https://github.com/Neuroca-Inc/VDM/commit/8210882c7838507b62e80d0e355e9617db1bd6d6,PC-0016,git-history/git-milestones.csv
VDM-G004,GIT_COMMIT,2025-11-30,Updated CI to include both provenance index populator and hash updater,61ef199882b71494adad8a0e2e640a88b9c37e9a,VDM,PROVENANCE-INFRA,61ef199882b71494adad8a0e2e640a88b9c37e9a,https://github.com/Neuroca-Inc/VDM/commit/61ef199882b71494adad8a0e2e640a88b9c37e9a,,git-history/git-milestones.csv
VDM-G005,GIT_COMMIT,2026-03-01,Update DIRECTIVE_Runtime_Physics_Migration_v8,7fde0b0c60c8d8e629335e30b7eeb0f61e0fb678,VDM,MIGRATION,7fde0b0c60c8d8e629335e30b7eeb0f61e0fb678,https://github.com/Neuroca-Inc/VDM/commit/7fde0b0c60c8d8e629335e30b7eeb0f61e0fb678,,git-history/git-milestones.csv
VDM-G006,GIT_COMMIT,2026-03-13,Add Primitive Bifurcation Hypothesis (H000) details,501b29ef20b2b4b120744e0957539d6af5570441,VDM,HYPOTHESIS,501b29ef20b2b4b120744e0957539d6af5570441,https://github.com/Neuroca-Inc/VDM/commit/501b29ef20b2b4b120744e0957539d6af5570441,PC-0001,git-history/git-milestones.csv
VDM-G007,GIT_COMMIT,2026-03-14,Update CF000_Primitive_Distinguishability_and_the_Origin_of_Differentiability.md,47b8eb164b07ae116b2174fa0a46091764e849eb,VDM,FOUNDATION,47b8eb164b07ae116b2174fa0a46091764e849eb,https://github.com/Neuroca-Inc/VDM/commit/47b8eb164b07ae116b2174fa0a46091764e849eb,PC-0001,git-history/git-milestones.csv
VDM-G008,GIT_COMMIT,2026-03-20,Create VDM_Canon_Ledger_DRAFT.md,a1b6010a98c66fe4f610eb6fbedf90ef58ce5edf,VDM,CANON,a1b6010a98c66fe4f610eb6fbedf90ef58ce5edf,https://github.com/Neuroca-Inc/VDM/commit/a1b6010a98c66fe4f610eb6fbedf90ef58ce5edf,PC-0001,git-history/git-milestones.csv
VDM-G009,GIT_COMMIT,2026-03-21,Create A_minus_one_Primitive_Kernel.md,3268e338fa207af6f9205e14d019be7333697237,VDM,FOUNDATION,3268e338fa207af6f9205e14d019be7333697237,https://github.com/Neuroca-Inc/VDM/commit/3268e338fa207af6f9205e14d019be7333697237,PC-0001,git-history/git-milestones.csv
VDM-G010,GIT_COMMIT,2026-03-22,Update VDM_Assembly_Runtime_Specification.md,c648922a3a1a63c99af1aee21f918ca52d00d8c2,VDM,IMPLEMENTATION,c648922a3a1a63c99af1aee21f918ca52d00d8c2,https://github.com/Neuroca-Inc/VDM/commit/c648922a3a1a63c99af1aee21f918ca52d00d8c2,,git-history/git-milestones.csv
VDM-G011,GIT_COMMIT,2026-04-13,"Added several CF notebooks, and updated vdm rt v9 with raw logs and analysis",61562ec6ea416272c237411cb761dea24f116689,VDM,VERIFICATION,61562ec6ea416272c237411cb761dea24f116689,https://github.com/Neuroca-Inc/VDM/commit/61562ec6ea416272c237411cb761dea24f116689,,git-history/git-milestones.csv
VDM-G012,GIT_COMMIT,2026-04-24,Update README with Lean4 repository information,04764ed6db0dacb7cafcbb68ebea5ab75220c52a,VDM,VERIFICATION-INFRA,04764ed6db0dacb7cafcbb68ebea5ab75220c52a,https://github.com/Neuroca-Inc/VDM/commit/04764ed6db0dacb7cafcbb68ebea5ab75220c52a,,git-history/git-milestones.csv
PBL-G001,GIT_COMMIT,2026-03-23,Create origin_operator_discriminator.md,47b40aa6305632e4a4115efd078f173c90e7ac6a,primitive_bifurcation_law_VDM,CORRECTION/EXPERIMENT,47b40aa6305632e4a4115efd078f173c90e7ac6a,https://github.com/justinlietz93/primitive_bifurcation_law_VDM/commit/47b40aa6305632e4a4115efd078f173c90e7ac6a,PC-0001,git-history/git-milestones.csv
PBL-G002,GIT_COMMIT,2026-03-23,Delete a_minus_1_programmable_reference.md,723573ac05a817bd5b0b49850347eef176250356,primitive_bifurcation_law_VDM,CORRECTION/REJECTION,723573ac05a817bd5b0b49850347eef176250356,https://github.com/justinlietz93/primitive_bifurcation_law_VDM/commit/723573ac05a817bd5b0b49850347eef176250356,PC-0001,git-history/git-milestones.csv
PBL-G003,GIT_COMMIT,2026-03-23,Update Mathematical and Computational Generative Structures and Formulas - Table 1.csv,ab558fbba7748a4b2ffb0d6ff2839014a5666fb5,primitive_bifurcation_law_VDM,REFERENCE/CANON,ab558fbba7748a4b2ffb0d6ff2839014a5666fb5,https://github.com/justinlietz93/primitive_bifurcation_law_VDM/commit/ab558fbba7748a4b2ffb0d6ff2839014a5666fb5,PC-0001,git-history/git-milestones.csv
TAO-G001,GIT_COMMIT,2026-06-26,begin phase 5 v8,b66f45a7081dd1f2eaa96b83ce04a0b06f6a5b4d,Taoism-Mathematics-Research-Project-Internal,DERIVATION,b66f45a7081dd1f2eaa96b83ce04a0b06f6a5b4d,https://github.com/justinlietz93/Taoism-Mathematics-Research-Project-Internal/commit/b66f45a7081dd1f2eaa96b83ce04a0b06f6a5b4d,PC-0013,git-history/git-milestones.csv
TAO-G002,GIT_COMMIT,2026-07-08,Add PHASE 5 CANONICAL LEDGER with comprehensive documentation and status tracking,7286d670e2c12ab54ff6c6d07c1ebebf7aecd1ab,Taoism-Mathematics-Research-Project-Internal,CANON,7286d670e2c12ab54ff6c6d07c1ebebf7aecd1ab,https://github.com/justinlietz93/Taoism-Mathematics-Research-Project-Internal/commit/7286d670e2c12ab54ff6c6d07c1ebebf7aecd1ab,PC-0013,git-history/git-milestones.csv
TAO-G003,GIT_COMMIT,2026-07-09,Added Phase 5 v8d orthad generated fqm subclass,676ca6330ceaa09255e28c303697d294185a6d7c,Taoism-Mathematics-Research-Project-Internal,ORTHAD,676ca6330ceaa09255e28c303697d294185a6d7c,https://github.com/justinlietz93/Taoism-Mathematics-Research-Project-Internal/commit/676ca6330ceaa09255e28c303697d294185a6d7c,PC-0012;PC-0013,git-history/git-milestones.csv
TAO-G004,GIT_COMMIT,2026-07-10,Add verification script and update sealed JSON files for Phase 5,1be580904fb6e66b8cf09bb2415ea9bedda3d9d6,Taoism-Mathematics-Research-Project-Internal,VERIFICATION,1be580904fb6e66b8cf09bb2415ea9bedda3d9d6,https://github.com/justinlietz93/Taoism-Mathematics-Research-Project-Internal/commit/1be580904fb6e66b8cf09bb2415ea9bedda3d9d6,PC-0013,git-history/git-milestones.csv
TAO-G005,GIT_COMMIT,2026-07-10,Add new source files and data for Phase 5 v8m external audit and core radical purity diagnosis,d0dd6d2e5fa228a8c57f8decffe45e6a116ec1a1,Taoism-Mathematics-Research-Project-Internal,AUDIT,d0dd6d2e5fa228a8c57f8decffe45e6a116ec1a1,https://github.com/justinlietz93/Taoism-Mathematics-Research-Project-Internal/commit/d0dd6d2e5fa228a8c57f8decffe45e6a116ec1a1,PC-0013,git-history/git-milestones.csv
TAO-G006,GIT_COMMIT,2026-07-11,Add QBL Prime-Pattern Watch package with scanner and documentation,1c3ce406daeeeb8b2af1e39ee5dd5cdcad3361c8,Taoism-Mathematics-Research-Project-Internal,EXPERIMENT,1c3ce406daeeeb8b2af1e39ee5dd5cdcad3361c8,https://github.com/justinlietz93/Taoism-Mathematics-Research-Project-Internal/commit/1c3ce406daeeeb8b2af1e39ee5dd5cdcad3361c8,PC-0013,git-history/git-milestones.csv
TAO-G007,GIT_COMMIT,2026-07-11,Recurrent grammar emergence,e2d4353cefcf373d3613292c98001030944640c4,Taoism-Mathematics-Research-Project-Internal,DERIVATION,e2d4353cefcf373d3613292c98001030944640c4,https://github.com/justinlietz93/Taoism-Mathematics-Research-Project-Internal/commit/e2d4353cefcf373d3613292c98001030944640c4,PC-0013;PC-0018,git-history/git-milestones.csv
TAO-G008,GIT_COMMIT,2026-07-11,Add scripts for threshold derivation and package verification,0c48cc1f76cd101fd63032ad0c1a331932e511e2,Taoism-Mathematics-Research-Project-Internal,VERIFICATION,0c48cc1f76cd101fd63032ad0c1a331932e511e2,https://github.com/justinlietz93/Taoism-Mathematics-Research-Project-Internal/commit/0c48cc1f76cd101fd63032ad0c1a331932e511e2,PC-0018,git-history/git-milestones.csv
